id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label
107803-107804,"Hong Kong police <ban/> anti-communism march , allow rally",allow,21000,0.6,"Hong Kong police ban anti-communism <march/> , allow rally",perfume,22110,1.2,2
107781-107780,"Hong Kong police may arm officers with electroshock <devices/> , net guns",treatments,22221,1.8,"Hong Kong police may <arm/> officers with electroshock devices , net guns",harm,21110,1.0,1
100314-100315,Hotel apologises for putting Hong Kong singer Karen Mok ’s dirty <sheets/> up for sale,face,22111,1.4,Hotel apologises for putting Hong Kong singer Karen Mok ’s dirty <sheets/> up for sale,panties,21100,0.8,1
106355-106354,House approves measure to restrain Trump ’s <actions/> on Iran,tweets,22111,1.4,House approves measure to restrain Trump ’s actions on <Iran/> ,spelling,22211,1.6,2
107240-107241,House Democrats release new <documents/> from indicted Giuliani associate,burger,32211,1.8,House Democrats release new <documents/> from indicted Giuliani associate,underwear,22211,1.6,1
107992-107991,House Democrats release second batch of Parnas <materials/> ,cookies,32211,1.8,House Democrats release second batch of Parnas <materials/> ,bagels,22221,1.8,0
100055-100056, <House/> Dems say Trump admin blocking visits to border sites,Broken,10000,0.2,House Dems say Trump admin blocking visits to <border/> sites,funhouse,22220,1.6,2
105782-105783,House moves to <restrict/> Trump 's military actions in Iran,lick,21110,1.0,House moves to <restrict/> Trump 's military actions in Iran,rebrand,22110,1.2,2
107247-107248,House Now Investigating Trump Admin ’s Enforcement of ‘ Zero Tolerance ’ <Immigration/> Policy,Broccoli,22111,1.4,House Now Investigating Trump Admin ’s Enforcement of ‘ Zero Tolerance ’ Immigration <Policy/> ,hair,11110,0.8,1
107530-107531,"House sending Trump <impeachment/> to Senate , trial to follow",sandwich,22220,1.6,"House sending Trump impeachment to Senate , <trial/> to follow",Meltdown,222221,1.8333333333333333,2
105723-105724,House To Vote On Measure Limiting Trump 's Military <Actions/> In Iran,Parties,222220,1.6666666666666667,House To Vote On Measure Limiting Trump 's Military <Actions/> In Iran,scandals,21000,0.6,1
106345-106344,How ' <Lock/> Her Up ! ' just blew up,Grab,20000,0.4,How ' <Lock/> Her Up ! ' just blew up,Blow,21100,0.8,2
100681-100682,How a massive <Amazon/> wind farm will change a rural town in America,flatulence,22110,1.2,How a massive Amazon <wind/> farm will change a rural town in America,martian,21110,1.0,1
100681-100683,How a massive <Amazon/> wind farm will change a rural town in America,flatulence,22110,1.2,How a massive Amazon <wind/> farm will change a rural town in America,troll,32211,1.8,2
100682-100683,How a massive Amazon <wind/> farm will change a rural town in America,martian,21110,1.0,How a massive Amazon <wind/> farm will change a rural town in America,troll,32211,1.8,2
107085-107086,How American pop star Halsey <responded/> to the bushfire crisis faster than Australia ’s prime minister,contributed,21110,1.0,How American pop star Halsey <responded/> to the bushfire crisis faster than Australia ’s prime minister,twerked,22221,1.8,2
105857-105856,How do they support a president who cheers for <war/> crimes ?,hair,32222,2.2,How do they support a <president/> who cheers for war crimes ?,cheerleader,11110,0.8,1
100072-100071,How El Paso 's soccer community is turning loss into <action/> | Football,tears,11000,0.4,How El Paso 's soccer community is turning loss into <action/> | Football,celebration,21100,0.8,2
107003-107002,"How <Google/> , Microsoft , and Big Tech Are Automating the Climate Crisis",Facebook,11000,0.4,"How Google , Microsoft , and Big Tech Are Automating the <Climate/> Crisis",Pregnancy,22210,1.4,2
107003-107001,"How <Google/> , Microsoft , and Big Tech Are Automating the Climate Crisis",Facebook,11000,0.4,"How Google , Microsoft , and Big Tech Are Automating the <Climate/> Crisis",Opioid,222110,1.3333333333333333,2
107002-107001,"How Google , Microsoft , and Big Tech Are Automating the <Climate/> Crisis",Pregnancy,22210,1.4,"How Google , Microsoft , and Big Tech Are Automating the <Climate/> Crisis",Opioid,222110,1.3333333333333333,1
107795-107796,How the Navy SEALs wound up buying 450 counterfeit radio <antennas/>,bananas,21111,1.2,How the Navy SEALs wound up <buying/> 450 counterfeit radio antennas,eating,21110,1.0,1
105474-105475,How the <Pentagon/> Was Duped by Contractors Using Shell Companies,Exxon,22100,1.0,How the Pentagon Was Duped by Contractors Using <Shell/> Companies,twitch,21110,1.0,0
108239-108238,How to block Facebook and Google from <identifying/> your face,mustaching,32221,2.0,How to block Facebook and Google from identifying your <face/> ,mistress,33221,2.2,2
107220-107221,How Trump 's ' Imminent Threat ' on <Iran/> Turned in to the New WMD,haircare,22222,2.0,How Trump 's ' Imminent <Threat/> ' on Iran Turned in to the New WMD,Flatulence,32210,1.6,1
104439-104438,How Your <Phone/> Betrays Democracy,Dog,21111,1.2,How Your <Phone/> Betrays Democracy,Cat,22221,1.8,2
104439-104437,How Your <Phone/> Betrays Democracy,Dog,21111,1.2,How Your Phone Betrays <Democracy/> ,texts,11100,0.6,1
104438-104437,How Your <Phone/> Betrays Democracy,Cat,22221,1.8,How Your Phone Betrays <Democracy/> ,texts,11100,0.6,1
106948-106949,HP board again rejects <Xerox/> ’s $ 33 billion takeover bid,Umbridge,32220,1.8,HP <board/> again rejects Xerox ’s $ 33 billion takeover bid,Lovecraft,32111,1.6,1
104634-104635,Huawei attacks Wall Street Journal for report on $ 75bn China state <aid/>,carnival,22110,1.2,Huawei attacks Wall Street Journal for <report/> on $ 75bn China state aid,sale,21100,0.8,1
102610-102611,Huawei under <fire/> in China over employee detained for eight months | Technology,wear,21100,0.8,Huawei under fire in China over employee detained for eight <months/> | Technology,poops,22000,0.8,0
100574-100575,Huge <Child/> Porn Ring Busted as Authorities Cite Ability to Crack Bitcoin Privacy,Trump,32221,2.0,Huge <Child/> Porn Ring Busted as Authorities Cite Ability to Crack Bitcoin Privacy,dog,21110,1.0,1
103946-103944,Hugh Hefner 's youngest <son/> Cooper joins the US Air Force,dog,21111,1.2,Hugh Hefner 's youngest son Cooper joins the <US/> Air Force,bunny,22111,1.4,2
103946-103945,Hugh Hefner 's youngest <son/> Cooper joins the US Air Force,dog,21111,1.2,Hugh Hefner 's youngest son Cooper <joins/> the US Air Force,coins,0,0.0,1
103944-103945,Hugh Hefner 's youngest son Cooper joins the <US/> Air Force,bunny,22111,1.4,Hugh Hefner 's youngest son Cooper <joins/> the US Air Force,coins,0,0.0,1
102015-102016,"Hulu is down , appears to be a major <outage/> ",upgrade,22110,1.2,"Hulu is down , appears to be a major <outage/> ",victory,32111,1.6,2
106770-106769,Human <Rights/> Watch chief ' barred from Hong Kong ',wrist,22211,1.6,Human Rights Watch chief ' barred from <Hong Kong/> ',McDonalds,32221,2.0,2
101065-101066,Hundreds of Facebook employees call on Mark Zuckerberg to change the social network 's controversial rules on political <ads/> ,jeans,11000,0.4,Hundreds of Facebook employees call on Mark Zuckerberg to change the social network 's controversial rules on political <ads/> ,stripping,22100,1.0,2
105889-105890,Hundreds of <lawyers/> urge McConnell to ' do impartial justice ' at Senate impeachment trial,seagulls,11110,0.8,Hundreds of <lawyers/> urge McConnell to ' do impartial justice ' at Senate impeachment trial,snakes,221111,1.3333333333333333,2
107250-107251,Hundreds of thousands could be stranded by world 's ' most dangerous ' <volcano/> for months,Women,32221,2.0,Hundreds of thousands could be stranded by world 's ' most dangerous ' <volcano/> for months,raccoon,32222,2.2,2
108183-108182,Hypocrisy is at the heart of Facebook ’s refusal to ban false political <advertising/> ,hashtags,11000,0.4, <Hypocrisy/> is at the heart of Facebook ’s refusal to ban false political advertising,Money,22221,1.8,2
101119-101121,I Accidentally Uncovered a Nationwide Scam Run by Fake <Hosts/> on Airbnb,Furries,33222,2.4,I Accidentally <Uncovered/> a Nationwide Scam Run by Fake Hosts on Airbnb,founded,221100,1.0,1
101119-101120,I Accidentally Uncovered a Nationwide Scam Run by Fake <Hosts/> on Airbnb,Furries,33222,2.4,I Accidentally <Uncovered/> a Nationwide Scam Run by Fake Hosts on Airbnb,Started,22111,1.4,1
101121-101120,I Accidentally <Uncovered/> a Nationwide Scam Run by Fake Hosts on Airbnb,founded,221100,1.0,I Accidentally <Uncovered/> a Nationwide Scam Run by Fake Hosts on Airbnb,Started,22111,1.4,2
107314-107312,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Trump,22100,1.0,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Memes,32222,2.2,2
107314-107313,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Trump,22100,1.0,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Romance,21110,1.0,0
107312-107313,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Memes,32222,2.2,"If Russia Hacked Burisma , Brace for the <Leaks/> to Follow",Romance,21110,1.0,1
100137-100138,Ilhan Omar reveals racist threat to <shoot/> her at Minnesota State Fair,Kidnap,21000,0.6,Ilhan Omar reveals racist threat to <shoot/> her at Minnesota State Fair,kiss,22210,1.4,2
105097-105098,Illinois becomes 11th state to legalize <marijuana/>,mermaids,32100,1.2,Illinois becomes 11th state to legalize <marijuana/>,walking,21100,0.8,1
100290-100289,Illinois County to Use <Algorithm/> to Automatically Expunge Old Marijuana Convictions,eraser,22211,1.6,Illinois County to Use <Algorithm/> to Automatically Expunge Old Marijuana Convictions,Grandmothers,22100,1.0,1
105058-105057,Illinois governor <pardons/> thousands convicted of marijuana crimes,apologizes,30000,0.6,Illinois governor pardons thousands convicted of marijuana <crimes/> ,Munchies,22111,1.4,2
100100-100101, <Immigration/> Detention Hotline Shut Down After ' Orange Is the New Black ' Inclusion,Funny,21000,0.6, <Immigration/> Detention Hotline Shut Down After ' Orange Is the New Black ' Inclusion,umpalumpa,22221,1.8,2
100100-100102, <Immigration/> Detention Hotline Shut Down After ' Orange Is the New Black ' Inclusion,Funny,21000,0.6,Immigration Detention Hotline Shut Down After ' Orange Is the New Black ' <Inclusion/> ,Episode,11110,0.8,2
100101-100102, <Immigration/> Detention Hotline Shut Down After ' Orange Is the New Black ' Inclusion,umpalumpa,22221,1.8,Immigration Detention Hotline Shut Down After ' Orange Is the New Black ' <Inclusion/> ,Episode,11110,0.8,1
106694-106693,Impeachment trial : 66 % of Americans want John Bolton to <testify/>,tweeze,33222,2.4,Impeachment trial : 66 % of Americans want John Bolton to <testify/>,sing,21110,1.0,1
107231-107232,"In Boston , ICE Must Now <Justify/> Detaining Noncitizens",freeze,32220,1.8,"In Boston , ICE Must Now <Justify/> Detaining Noncitizens",spin,11100,0.6,1
100042-100041,"In China , Disney 's #BoycottMulan <Problem/> May Only Be Growing",Slogan,21110,1.0,"In China , <Disney/> 's #BoycottMulan Problem May Only Be Growing",weed,11000,0.4,1
106778-106777,India 's About to Hand People <Data/> Americans Can Only Dream of,Drugs,33222,2.4,India 's About to Hand People Data <Americans/> Can Only Dream of,computers,21111,1.2,1
100249-100248,"Indianapolis Colts Quarterback Andrew Luck retires after 7 seasons , quoted saying "" I hurt all the <time/> . """,people,33100,1.4,"Indianapolis Colts Quarterback Andrew Luck retires after 7 <seasons/> , quoted saying "" I hurt all the time . """,minutes,32221,2.0,2
104281-104280,Indian <citizenship/> law : six killed in deadliest day of protests over new bill,scammers,21000,0.6,Indian citizenship law : six killed in deadliest day of protests over new <bill/> ,suit,11110,0.8,2
105137-105138,Indonesia rejects China 's claims over <South China Sea/> ,Siomay,21100,0.8,Indonesia rejects China 's <claims/> over South China Sea,food,11111,1.0,2
102364-102365,"In first , Saudi woman to drive race car in <kingdom/> ",bikini,22111,1.4,"In first , Saudi <woman/> to drive race car in kingdom",robot,21110,1.0,1
107801-107802,"In Huawei Battle , China Threatens <Germany/> ‘ Where It Hurts ’ : Automakers",matchbox,11000,0.4,"In Huawei Battle , China <Threatens/> Germany ‘ Where It Hurts ’ : Automakers",Kisses,22210,1.4,2
102203-102204,Inside ‘ America ’s Got Talent ’ : Ousted Judges Had Complained of Toxic <Culture/> ,fumes,22111,1.4,Inside ‘ America ’s Got <Talent/> ’ : Ousted Judges Had Complained of Toxic Culture,Diabetes,33200,1.6,2
102203-102202,Inside ‘ America ’s Got Talent ’ : Ousted Judges Had Complained of Toxic <Culture/> ,fumes,22111,1.4,Inside ‘ America ’s Got Talent ’ : Ousted Judges Had Complained of Toxic <Culture/> ,buzzer,21100,0.8,1
102204-102202,Inside ‘ America ’s Got <Talent/> ’ : Ousted Judges Had Complained of Toxic Culture,Diabetes,33200,1.6,Inside ‘ America ’s Got Talent ’ : Ousted Judges Had Complained of Toxic <Culture/> ,buzzer,21100,0.8,1
103177-103178,Instagram influencer sentenced to 14 years for violent <plot/> to steal domain name,hashtags,211000,0.6666666666666666,Instagram influencer sentenced to 14 <years/> for violent plot to steal domain name,missions,10000,0.2,1
107718-107717,Intelligence Agencies Are Afraid of Contradicting Trump ’s “ <Gut/> ”,Ignorance,22211,1.6,Intelligence Agencies Are Afraid of <Contradicting/> Trump ’s “ Gut ”,Touching,32221,2.0,2
105830-105831,Internal document suggests Pence role in Trump <Ukraine/> scandal,Stormy,22110,1.2,Internal document suggests Pence role in Trump <Ukraine/> scandal,infidelity,32222,2.2,2
106312-106311,International Olympic Committee bans political <statements/> by athletes at games,bloopers,22211,1.6, <International/> Olympic Committee bans political statements by athletes at games,Fairies,11100,0.6,1
102981-102982,"In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American <values/> ",English,11111,1.0,"In wake of Shutterstock ’s Chinese censorship , American companies need to relearn American <values/> ",language,22110,1.2,2
105926-105925,"In <war/> , as in impeachment , Trump tells America : It ’s none of your business",love,11100,0.6,"In war , as in impeachment , Trump tells <America/> : It ’s none of your business",hamburger,22100,1.0,2
102668-102667,iPhone 11 Pro still collects <location/> data even when told not to - 9to5Mac,flatulence,22220,1.6,iPhone 11 Pro still collects <location/> data even when told not to - 9to5Mac,bathroom,32211,1.8,2
107521-107522,"I prefer <ISIS/> to Iran on border , says Israeli defense chief",legos,22111,1.4,"I prefer <ISIS/> to Iran on border , says Israeli defense chief",tacos,31110,1.2,1
106047-106048,"Iran 's foreign minister : "" We do not seek escalation or <war/> """,clowns,21110,1.0,"Iran 's foreign minister : "" We do not seek escalation or <war/> """,peace,22211,1.6,2
106070-106071,Iran 's supreme <leader/> says missile strikes insufficient retribution for Soleimani killing,clown,22111,1.4,Iran 's supreme leader says <missile/> strikes insufficient retribution for Soleimani killing,lucky,33210,1.8,2
105847-105848,Iran-Born <Ivy/> League Prof Detained and Grilled About Soleimani at JFK,Justice,22210,1.4,Iran-Born <Ivy/> League Prof Detained and Grilled About Soleimani at JFK,Legends,21000,0.6,1
107987-107986,Iran asks <countries/> of plane crash victims not to make it ' political ',pets,21110,1.0, <Iran/> asks countries of plane crash victims not to make it ' political ',Trump,22200,1.2,2
106264-106265,Iran claims 80 American <troops/> killed in missile barrage ; US says no casualties,midgets,32100,1.2,Iran claims 80 American <troops/> killed in missile barrage ; US says no casualties,nerds,33000,1.2,0
105592-105591,Iran condemns Trump as ‘ terrorist in a <suit/> ’ after attack threat,toupee,33321,2.4,Iran condemns Trump as ‘ terrorist in a <suit/> ’ after attack threat,dress,22211,1.6,1
107787-107788,Iran crown prince predicts regime collapse as protesters ‘ smell <opportunity/> ’,flatulence,33210,1.8,Iran crown prince predicts regime collapse as protesters ‘ smell <opportunity/> ’,skunk,22110,1.2,1
104861-104860,Iran curbs <internet/> before possible new protests : reports,tires,11000,0.4,Iran <curbs/> internet before possible new protests : reports,discovers,32200,1.4,2
103609-103608,"Iran has foiled a second cyber-attack in under a <week/> , the country 's telecommunications minister says .",Cave,10000,0.2,"Iran has foiled a second cyber-attack in under a week , the country 's telecommunications <minister/> says .",superhero,32111,1.6,2
105794-105795,Iranian-Americans ' harassed ' by <US border/> officials,Disney,32110,1.4,Iranian-Americans ' harassed ' by US border <officials/> ,collies,32222,2.2,2
106306-106304,Iranian bulldozers clear plane crash site before Ukrainian <investigators/> arrive,squirrels,21110,1.0,Iranian <bulldozers/> clear plane crash site before Ukrainian investigators arrive,broomsweepers,22111,1.4,2
106306-106305,Iranian bulldozers clear plane crash site before Ukrainian <investigators/> arrive,squirrels,21110,1.0,Iranian bulldozers clear plane <crash/> site before Ukrainian investigators arrive,cooking,21000,0.6,1
106304-106305,Iranian <bulldozers/> clear plane crash site before Ukrainian investigators arrive,broomsweepers,22111,1.4,Iranian bulldozers clear plane <crash/> site before Ukrainian investigators arrive,cooking,21000,0.6,1
106969-106967,Iranian hackers have been “ <password/> spraying ” the US grid,bug,22111,1.4,Iranian <hackers/> have been “ password spraying ” the US grid,exterminators,22211,1.6,2
106969-106968,Iranian hackers have been “ <password/> spraying ” the US grid,bug,22111,1.4,Iranian <hackers/> have been “ password spraying ” the US grid,pornstars,32221,2.0,2
106967-106968,Iranian <hackers/> have been “ password spraying ” the US grid,exterminators,22211,1.6,Iranian <hackers/> have been “ password spraying ” the US grid,pornstars,32221,2.0,2
105563-105562,Iranian military adviser says U.S. targeting cultural sites would be a <war/> crime,tomato,10000,0.2,Iranian military adviser says U.S. targeting cultural <sites/> would be a war crime,bites,11000,0.4,2
105569-105568,Iranian Minister Calls Donald Trump A ' Terrorist In A <Suit/> ',wig,22221,1.8,Iranian Minister Calls Donald Trump A ' Terrorist In A <Suit/> ',toupee,333222,2.5,2
105516-105515,Iranian official labels Trump a ' terrorist in a <suit/> ',toupe,33311,2.2, <Iranian/> official labels Trump a ' terrorist in a suit ',Salon,21110,1.0,1
106055-106054,"Iranian official tweets : "" Get the hell out of our <region/> ! """,swamp,311110,1.1666666666666667,"Iranian official tweets : "" Get the hell out of our <region/> ! """,bathroom,32222,2.2,2
107365-107366,Iranian police fired live <rounds/> to disperse protesters,puppies,21000,0.6,Iranian police fired live <rounds/> to disperse protesters,skunks,22211,1.6,2
107520-107519,"Iranians were ' lied to ' over downed <plane/> , foreign minister admits",fish,21110,1.0,"Iranians were ' lied to ' over downed <plane/> , foreign minister admits",drinks,22210,1.4,2
106865-106864,"Iran is closer ‘ than ever before ’ to regime collapse , says former Obama <security/> advisor",Health,21100,0.8," <Iran/> is closer ‘ than ever before ’ to regime collapse , says former Obama security advisor",Trump,11100,0.6,1
107807-107808,"Iran is <enriching/> more uranium than before nuclear deal , president says",drinking,222211,1.6666666666666667,"Iran is enriching more <uranium/> than before nuclear deal , president says",skittles,22111,1.4,1
105580-105581,Iran news – live : Iranian MP says ‘ we can attack the <White House/> itself ’,Toupee,32221,2.0,Iran news – live : Iranian MP says ‘ we can <attack/> the White House itself ’,paint,22111,1.4,1
105957-105956,"Iran plane crash most likely a ‘ shootdown <event/> ’ , aviation experts say .",party,21110,1.0,"Iran plane crash most likely a ‘ shootdown event ’ , <aviation/> experts say .",UFO,22210,1.4,2
107487-107486,"Iran reportedly to sue Trump , US military over Soleimani <killing/> ",hairloss,32211,1.8," <Iran/> reportedly to sue Trump , US military over Soleimani killing",Trump,22100,1.0,1
106348-106349,"Iran shot down plane with two Russian-made <missiles/> , US official says",perogies,21111,1.2,"Iran shot down <plane/> with two Russian-made missiles , US official says",birds,21110,1.0,1
105862-105863,Iran state TV claims missile launch against U.S. <base/> in Iraq | CBC News,cow,31110,1.2,Iran state TV claims <missile/> launch against U.S. base in Iraq | CBC News,twinkie,22211,1.6,2
107779-107778,Iran used ' unlawful force ' to crush peaceful <protests/> over downing of Ukrainian plane,walnuts,22221,1.8,Iran used ' unlawful <force/> ' to crush peaceful protests over downing of Ukrainian plane,zebras,22111,1.4,1
105924-105923,Iran warns US not <retaliate/> over missile attack in Iraq,laugh,22100,1.0,Iran warns US not retaliate over <missile/> attack in Iraq,McDonalds,11110,0.8,1
107065-107064,Iraq 's Balad Air Base struck by several <rockets/> ,Semis,11110,0.8,Iraq 's Balad Air Base struck by several <rockets/> ,Crackers,21110,1.0,2
105618-105617,Iraq 's parliament votes to <expel/> US military,sympathize,21000,0.6,Iraq 's parliament votes to <expel/> US military,cancel,22100,1.0,2
106320-106321,Iraq asks U.S. to <make/> plans to withdraw troops,fake,21110,1.0,Iraq asks U.S. to make <plans/> to withdraw troops,doughnuts,32222,2.2,2
105333-105334,Iraqi militia commander orders fighters to prepare for <battle/> : local TV,snuggling,22221,1.8,Iraqi militia commander orders <fighters/> to prepare for battle : local TV,comics,221000,0.8333333333333334,1
105536-105535,Iraqi parliament votes to expel US <troops/> — awaits government approval,smokers,22111,1.4,Iraqi <parliament/> votes to expel US troops — awaits government approval,housewives,22110,1.2,1
105342-105341,Iraqi PM says U.S. killing of Iranian commander will ' light the fuse ' of <war/> ,candle,21111,1.2,Iraqi PM says U.S. killing of Iranian <commander/> will ' light the fuse ' of war,comedian,11100,0.6,1
106288-106289,Iraqi prime minister tells Pompeo to ' prepare a <mechanism/> ' for troop withdrawal,bell,11000,0.4,Iraqi prime minister tells Pompeo to ' prepare a mechanism ' for <troop/> withdrawal,cocaine,32211,1.8,2
105212-105211,IRS <drops/> longstanding promise not to compete against TurboTax,eats,111100,0.6666666666666666,IRS drops longstanding promise not to <compete/> against TurboTax,smash,0,0.0,1
108165-108166,Isabel dos Santos : <Africa/> 's richest woman ' ripped off Angola ',Antarctica,22210,1.4,Isabel dos Santos : Africa 's richest <woman/> ' ripped off Angola ',beaver,32200,1.4,0
101160-101161,"ISPs lied to Congress to spread <confusion/> about encrypted DNS , Mozilla says",HIV,21100,0.8,"ISPs <lied/> to Congress to spread confusion about encrypted DNS , Mozilla says",sang,22211,1.6,2
107850-107851,Israel Army Reportedly Strikes Gaza After <Rockets/> Launched at Southern Communities,Tweets,22211,1.6,Israel Army Reportedly Strikes Gaza After <Rockets/> Launched at Southern Communities,bagels,22210,1.4,1
106607-106606,Israeli education minister implies <homosexuality/> is unnatural,water,22221,1.8,Israeli education minister implies <homosexuality/> is unnatural,Brexit,22110,1.2,1
105611-105610,Israel Police arrest two settler teenagers for attacking cops disguised as <Palestinians/> ,spiderman,33222,2.4,Israel Police arrest two settler teenagers for attacking cops disguised as <Palestinians/> ,Trump,22221,1.8,1
107707-107708,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a <Poll/> Tax,Gator,32222,2.2,It 's 2020 and Florida 's Supreme Court Just Ruled in Favor of a <Poll/> Tax,Suntan,22210,1.4,1
106174-106173,It 's official : 2019 was the second-hottest <year/> on record,winter,11110,0.8,It 's official : 2019 was the second-hottest <year/> on record,day,10000,0.2,1
104774-104775,"Italy court rules home-growing <cannabis/> is legal , reigniting dispute",avocados,22210,1.4,"Italy court rules home-growing cannabis is legal , reigniting <dispute/> ",joints,333221,2.333333333333333,2
100880-100879,"It ’s official , former player and ESPN analyst David Ross is to <become/> Chicago Cubs manager .",adopt,22210,1.4,"It ’s official , former player and ESPN analyst David Ross is to become <Chicago Cubs/> manager .",pub,22210,1.4,0
106017-106016,Ivanka Trump 's speech at tech conference ignites <backlash/> ,sleep,32220,1.8,Ivanka Trump 's speech at tech conference ignites <backlash/> ,laptops,22110,1.2,1
105876-105875,Ivanka Trump ’s CES keynote address sparks <backlash/> ,wildfire,32222,2.2,Ivanka Trump ’s CES keynote address sparks <backlash/> ,fire,22110,1.2,1
107861-107860,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : <identify/> the bots .,stab,22221,1.8,Jack Dorsey asks Elon Musk how to fix Twitter . Musk 's suggestion : <identify/> the bots .,Nuke,22111,1.4,1
106634-106635,Jairzinho Rozenstruik punches off a chunk of Alistair Overeem 's <lip/> ,toe,22110,1.2,Jairzinho Rozenstruik <punches/> off a chunk of Alistair Overeem 's lip,kisses,22210,1.4,2
100082-100081,James Comey Responds to DOJ IG Report : An <Apology/> Would Be ‘ Nice ’,apricot,22210,1.4,James Comey Responds to DOJ IG Report : An <Apology/> Would Be ‘ Nice ’,Embrace,222221,1.8333333333333333,2
107360-107361,James Murdoch breaks ranks over <climate/> change,outfit,22220,1.6,James Murdoch breaks <ranks/> over climate change,bad,22111,1.4,1
101198-101199,"Jamie Lee Curtis Opens Up About Being <20 Years/> Sober , Going Public With Her Addiction",sometimes,22200,1.2,"Jamie Lee Curtis Opens Up About Being <20 Years/> Sober , Going Public With Her Addiction",steers,10000,0.2,1
100970-100969,"Jane Fonda , Ted Danson arrested during weekly climate change <protest/> at U.S. Capitol in Washington , D.C.",prototype,0,0.0,"Jane Fonda , <Ted/> Danson arrested during weekly climate change protest at U.S. Capitol in Washington , D.C.",dancing,20000,0.4,2
104207-104208,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Exercising,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Parachuting,22221,1.8,0
104207-104206,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Exercising,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Acting,22210,1.4,1
104208-104206,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Parachuting,22221,1.8,"Jane Fonda Arrested Fifth Time While <Protesting/> in Washington , D.C",Acting,22210,1.4,1
104617-104616,Japan 's <Births/> Decline To Lowest Number On Record,hairlines,11111,1.0,Japan 's <Births/> Decline To Lowest Number On Record,eggrolls,32221,2.0,2
108010-108009,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over <volcano/> risk,Trump,32111,1.6,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over <volcano/> risk,Godzilla,33332,2.8,2
107124-107123,Japanese billionaire <seeks/> girlfriend for trip around moon,buys,32222,2.2,Japanese billionaire seeks <girlfriend/> for trip around moon,wife,111000,0.5,1
102732-102733,"Japanese doctor who brought <water/> to Afghans is killed ; "" he showed us life """,karaoke,22110,1.2,"Japanese doctor who brought <water/> to Afghans is killed ; "" he showed us life """,moisturizer,32220,1.8,2
108125-108124,Japanese <suicides/> decline to lowest in over 40 years,kaijus,22110,1.2,Japanese <suicides/> decline to lowest in over 40 years,anime,32221,2.0,2
107774-107773,Japan minister 's <paternity/> leave breaks new ground .,nap,21111,1.2,Japan minister 's paternity leave breaks new <ground/> .,record,32220,1.8,2
106103-106102,Japan reiterates no change in plan to deploy Self-Defense <Forces/> to Middle East,ninjas,22221,1.8,Japan reiterates no change in plan to deploy Self-Defense <Forces/> to Middle East,clowns,21100,0.8,1
102518-102519,"Jason Blum , ' Big Short ' Writer Tackling WeWork <Drama/> ",fiishing,0,0.0,"Jason Blum , ' Big Short ' Writer <Tackling/> WeWork Drama",encouraging,20000,0.4,2
105318-105316,Jason Garrett no longer Dallas <Cowboys/> headcoach,clapping,110000,0.3333333333333333,Jason Garrett no longer Dallas <Cowboys/> headcoach,Buckaroos,22110,1.2,2
105318-105317,Jason Garrett no longer Dallas <Cowboys/> headcoach,clapping,110000,0.3333333333333333,Jason Garrett no longer Dallas <Cowboys/> headcoach,Clappers,211000,0.6666666666666666,2
105316-105317,Jason Garrett no longer Dallas <Cowboys/> headcoach,Buckaroos,22110,1.2,Jason Garrett no longer Dallas <Cowboys/> headcoach,Clappers,211000,0.6666666666666666,1
103786-103787, <Jeremy Corbyn/> apologises over heavy Labour defeat,worker,21000,0.6,Jeremy Corbyn apologises over heavy Labour <defeat/> ,pain,11110,0.8,2
106991-106992,Jillian Michaels asked why people are ‘ celebrating ’ Lizzo ’s body . <Critics/> slammed her as ‘ fatphobic . ’,No,0,0.0,Jillian Michaels asked why people are ‘ <celebrating/> ’ Lizzo ’s body . Critics slammed her as ‘ fatphobic . ’,licking,22210,1.4,2
106765-106764,Joaquin Phoenix and family on <River/> Phoenix 's legacy and influence - 60 Minutes,Lake,21000,0.6,Joaquin Phoenix and family on River <Phoenix/> 's legacy and influence - 60 Minutes,Water,11100,0.6,0
106765-106766,Joaquin Phoenix and family on <River/> Phoenix 's legacy and influence - 60 Minutes,Lake,21000,0.6,Joaquin Phoenix and family on River Phoenix 's legacy and <influence/> - 60 Minutes,booty,22221,1.8,2
